sample_id,image_path,dataset,original_label,canonical_label,patient_id,group_id,split,source_partition,annotation_path,clinical_reading_path,width,height,image_mode,bit_depth,checksum_sha256,audit_flags,provenance,bounding_boxes,metadata
tbx11k:extra/da+db/train/n29.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n29.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,077a3370e523b418b79afc037884ebc1b3a89f4ef03224d69b990c03583c1262,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""b7124f048706c936e31ce31ce31ce318e718671867086f096d097d21b531b511"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 7, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n29.png""}"
tbx11k:extra/da+db/train/n3.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n3.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,1727f100a8583b9a51350f4de354043212d5a859d4f15267f611df4f2843280e,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""3f01e708c29cc1bec31ee31c671cc70cc70cc70cc706c726df06f122eb38e90c"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 235, ""observed_min"": 5, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n3.png""}"
tbx11k:extra/da+db/train/n31.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n31.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,1326233f7a06a6093822ac4de12eb5d39b081a2e2480542e7055a6106312d9c1,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""3e1c1e03fe00e37c873cc738c739c719c719c719cf196b1267027e227e027e02"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 5, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n31.png""}"
tbx11k:extra/da+db/train/n34.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n34.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,17e0467379b41ebd09ffac2801b2f3df6ab5921cf48a50fa024149ff6a3b4969,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""8f85ef8ce5bce19c339c739873987398639c7429b119b911b9113f213d017d20"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 0, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n34.png""}"
tbx11k:extra/da+db/train/n35.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n35.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,2875782fd4c6239a27b5ac6085b5c5adec51e6c4fa7fbc13e5c838c74b195c2f,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""571ee711ca28e33863386739673167326e124e125e127242622276a77e053205"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 251, ""observed_min"": 7, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n35.png""}"
tbx11k:extra/da+db/train/n36.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n36.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,432c312ab707c34626b279dca61a8d8b35247b370175f4ee306868b26ca4804b,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""9e21be1c8f3ca66c8634c639c638ce18ce18ce19de09de19da09e321e2d1e473"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 249, ""observed_min"": 5, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n36.png""}"
tbx11k:extra/da+db/train/n37.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n37.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,55a4b315e317eb244ce97d927d6a21e52506d03465494ece7719642e1fb3095f,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""c78f3f0079b4e138f399b399339933893789b78937a93db15b815fa35f015b01"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 240, ""observed_min"": 9, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n37.png""}"
tbx11k:extra/da+db/train/n38.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n38.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,57bb406520b70a39d81d3fe1f8e85a4bca105bb4ae0d5f445b4994ca01830bd0,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""9f167f09e718eb28e338e3396339e718e718e318c759e17960d1f253ec41ee41"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 248, ""observed_min"": 7, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n38.png""}"
tbx11k:extra/da+db/train/n4.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n4.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,782d3505d618501adb89a8afbba27fca8d7f6a7034c757b9165e60b821cfa9d5,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""1f04ff1c9bbed318a31ce31ce71ce70ce70cc70ccf0ccf04e3b06f086d046d24"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 238, ""observed_min"": 10, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n4.png""}"
tbx11k:extra/da+db/train/n40.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n40.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,93f41e0d86d99658612613271415302d6aa61b2a3c7d0c56ae131e9f08f02808,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""97141f01fb20d330a33863396331631163122f123942b542b942bb02b8823f22"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 0, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n40.png""}"
tbx11k:extra/da+db/train/n41.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n41.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,6cfb049ad3c0bec5a06809bded8741e6e70841ebf147348be62cc32e30393a09,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""8f063f01fbb0d338c31ae31ce39ce71c670ccf0cf90ced04ed48ef68ef686f08"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 0, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n41.png""}"
tbx11k:extra/da+db/train/n43.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n43.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,119b9a81c30e4a608a14c3f96fd4b65b54484b24fdb290df1d2cff7047784834,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""bf00fdb0e19ee19c739c739c7388758c70bc7098b088b888b8a1b8a0318071b0"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 0, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n43.png""}"
tbx11k:extra/da+db/train/n44.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n44.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,6c75ba592ff49f01a9920fab5baf33504b17faf91f1806f293591afe029222f4,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""8f01ff00cb3cc33c6338e318e718671967196f097d21749135927d4279026901"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 0, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n44.png""}"
tbx11k:extra/da+db/train/n47.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n47.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,5a61c8eae45ea783410fcde8b48ee30f445805f9ad3f2a57cff413fd5639a41d,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""f788e11cc334e338631963196718e308693860387008784073086928ed24ed80"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 236, ""observed_min"": 3, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n47.png""}"
tbx11k:extra/da+db/train/n48.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n48.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,590ee1de50f2ccd6cc554cc0ea73fc72f83827ba706d54977f91c306fa19b14c,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""9f07ff00830ca334c73cc738c618ce18cf188e18f609e269d2e1c6d1c6d1c251"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 235, ""observed_min"": 2, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n48.png""}"
tbx11k:extra/da+db/train/n5.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n5.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,1326233f7a06a6093822ac4de12eb5d39b081a2e2480542e7055a6106312d9c1,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""3e1c1e03fe00e37c873cc738c739c719c719c719cf196b1267027e227e027e02"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 5, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n5.png""}"
tbx11k:extra/da+db/train/n6.png,..\raw\tbx11k\TBX11K\imgs\extra\da+db\train\n6.png,tbx11k,Bundled external image (source label encoded in filename),,,,supplemental_train,bundled_external_subset,,,512,512,RGB,8,52d6c278830f1d5ddd58f9ba474131e12a03e9eea32754400516d01983b207ee,"[""ground_truth_not_released"", ""bundled_external_source""]","{""archive_sha256"": ""890d309b7ecaead989f527ff6eb756194cd89200cbe71c7287d1895ef0b2beab"", ""retrieval_date"": ""2026-09-19"", ""source_url"": ""https://github.com/yun-liu/Tuberculosis""}",[],"{""bundled_external_source"": ""da+db"", ""dhash_256"": ""5665d7451f8b6f08e1bce1bcd1ba31393319639873993719bd21399219937d84"", ""ground_truth_released"": false, ""label_basis"": ""directory label for health/sick/tb; official test label intentionally blank; subtype of tb folder not exposed in release lists"", ""observed_max"": 255, ""observed_min"": 12, ""official_list_memberships"": [""all_train"", ""all_trainval""], ""patient_group_identifier_available"": false, ""relative_release_path"": ""extra/da+db/train/n6.png""}"
